No_Event,Event,Swimmers,School,Location,Date,TIME,PL,Against,House.name,Month,Spells,Times
8,200 IM,Demelza Robins,Hogwarts,Hogwarts,2019-10-20,02:42:6,1,Uagadou,Gryffindor,October,12.35277057879798,162.06
9,200 IM,Cormac McLaggen,Hogwarts,Hogwarts,2019-10-20,02:57:9,3,Uagadou,Gryffindor,October,16.734231181884923,177.09
10,50 FREE,Neville Longbottom,Hogwarts,Hogwarts,2019-10-20,00:31:5,3,Uagadou,Gryffindor,October,142.03059581320449,31.05
11,50 FREE,Ginny Weasley,Hogwarts,Hogwarts,2019-10-20,00:26:6,1,Uagadou,Gryffindor,October,178.3649270913277,26.06
12,50 FREE,Romilda Vane,Hogwarts,Hogwarts,2019-10-20,00:30:5,2,Uagadou,Gryffindor,October,151.88935108153078,30.05
13,100 FLY,Natalie McDonald,Hogwarts,Hogwarts,2019-10-20,02:21:2,3,Uagadou,Gryffindor,October,15.955963693093175,141.02
14,100 FLY,Jimmy Peakes,Hogwarts,Hogwarts,2019-10-20,02:14:0,2,Uagadou,Gryffindor,October,17.813432835820898,134
15,100 FLY,Euan Abercrombie,Hogwarts,Hogwarts,2019-10-20,02:24:6,1,Uagadou,Gryffindor,October,25.20776065528252,144.06
16,100 FREE,Mary MacDonald,Hogwarts,Hogwarts,2019-10-20,02:16:3,3,Uagadou,Gryffindor,October,17.75659780930677,136.03
17,100 FREE,Penelope Clearwater,Hogwarts,Hogwarts,2019-10-20,02:29:3,2,Uagadou,Ravenclaw,October,44.05029188753942,149.03
18,100 FREE,Roger Davies,Hogwarts,Hogwarts,2019-10-20,02:21:0,5,Uagadou,Ravenclaw,October,50.46099290780141,141
19,500 FREE,Eddie Carmichael,Hogwarts,Hogwarts,2019-10-20,07:51:8,4,Uagadou,Ravenclaw,October,23.113908465653388,471.08
20,500 FREE,Cho Chang,Hogwarts,Hogwarts,2019-10-20,06:27:7,2,Uagadou,Ravenclaw,October,31.41756013124241,387.07
21,500 FREE,Marietta Edgecombe,Hogwarts,Hogwarts,2019-10-20,06:21:4,1,Uagadou,Ravenclaw,October,16.121981944152843,381.04
24,100 BACK,Susan Bones,Hogwarts,Hogwarts,2019-10-20,02:31:5,6,Uagadou,Hufflepuff,October,49.601621979476995,151.05
25,100 BACK,Eleanor Branstone,Hogwarts,Hogwarts,2019-10-20,02:11:3,2,Uagadou,Hufflepuff,October,49.15920018316417,131.03
26,100 BACK,Owen Cauldwell,Hogwarts,Hogwarts,2019-10-20,02:18:5,6,Uagadou,Hufflepuff,October,46.218761318362915,138.05
27,100  BREAST,Justin Finch-Fletchley,Hogwarts,Hogwarts,2019-10-20,02:33:6,3,Uagadou,Hufflepuff,October,32.666928002090685,153.06
28,100  BREAST,Wayne Hopkins,Hogwarts,Hogwarts,2019-10-20,02:12:6,1,Uagadou,Hufflepuff,October,39.861578070573984,132.06
29,100  BREAST,Megan Jones,Hogwarts,Hogwarts,2019-10-20,02:33:3,2,Uagadou,Hufflepuff,October,50.67333202640006,153.03
4,200 FREE,Cedric Diggory,Hogwarts,Mahoutokoro,2019-11-24,02:18:6,4,Mahoutokoro,Hufflepuff,November,55.71613791105317,138.06
5,200 FREE,Angelina Johnson,Hogwarts,Mahoutokoro,2019-11-24,02:11:1,2,Mahoutokoro,Gryffindor,November,20.16502557056714,131.01
6,200 FREE,Molly Weasley,Hogwarts,Mahoutokoro,2019-11-24,02:42:4,5,Mahoutokoro,Gryffindor,November,21.85657862256234,162.04
7,200 IM,Arthur Weasley,Hogwarts,Mahoutokoro,2019-11-24,02:52:3,4,Mahoutokoro,Gryffindor,November,21.06469801778759,172.03
8,200 IM,James Potter,Hogwarts,Mahoutokoro,2019-11-24,02:16:9,1,Mahoutokoro,Gryffindor,November,22.2403923873907,136.09
9,200 IM,Lily Potter,Hogwarts,Mahoutokoro,2019-11-24,03:12:1,6,Mahoutokoro,Gryffindor,November,24.040310400499976,192.01
10,50 FREE,Severus Snape,Hogwarts,Mahoutokoro,2019-11-24,00:30:2,5,Mahoutokoro,Slytherin,November,203.0556295802798,30.02
11,50 FREE,Olive Hornby,Hogwarts,Mahoutokoro,2019-11-24,00:26:7,1,Mahoutokoro,Gryffindor,November,172.7913310318374,26.07
12,50 FREE,Moaning Myrtle,Hogwarts,Mahoutokoro,2019-11-24,00:28:1,3,Mahoutokoro,Ravenclaw,November,184.0076758300607,28.01
13,100 FLY,Bertha Jorkins,Hogwarts,Mahoutokoro,2019-11-24,01:19:3,4,Mahoutokoro,Ravenclaw,November,70.76711375427053,79.03
14,100 FLY,Sirius Black,Hogwarts,Mahoutokoro,2019-11-24,01:04:7,1,Mahoutokoro,Gryffindor,November,62.03964413922273,64.07
15,100 FLY,Peter Pettigrew,Hogwarts,Mahoutokoro,2019-11-24,01:20:8,5,Mahoutokoro,Gryffindor,November,52.937562437562434,80.08
16,100 FREE,Minerva McGonagall,Hogwarts,Mahoutokoro,2019-11-24,01:05:2,4,Mahoutokoro,Gryffindor,November,71.89941556444171,65.02
17,100 FREE,Remus Lupin,Hogwarts,Mahoutokoro,2019-11-24,00:59:7,2,Mahoutokoro,Gryffindor,November,83.14533604198408,59.07
18,100 FREE,Lee Jordan,Hogwarts,Mahoutokoro,2019-11-24,01:06:3,5,Mahoutokoro,Gryffindor,November,57.72315614114797,66.03
19,500 FREE,Alicia Spinnet,Hogwarts,Mahoutokoro,2019-11-24,06:09:2,2,Mahoutokoro,Gryffindor,November,4.549401116470655,369.02
20,500 FREE,Patricia Stimpson,Hogwarts,Mahoutokoro,2019-11-24,06:09:4,3,Mahoutokoro,Ravenclaw,November,33.54866681118578,369.04
21,500 FREE,Madeline Cyr,Hogwarts,Mahoutokoro,2019-11-24,07:12:0,5,Mahoutokoro,Hufflepuff,November,28.074074074074076,432
24,100 BACK,Harry Potter,Hogwarts,Mahoutokoro,2019-11-24,01:16:0,3,Mahoutokoro,Gryffindor,November,56.78947368421052,76
25,100 BACK,Ron Weasley,Hogwarts,Mahoutokoro,2019-11-24,01:10:2,2,Mahoutokoro,Gryffindor,November,64.9081690945444,70.02
26,100 BACK,Hermione Granger,Hogwarts,Mahoutokoro,2019-11-24,01:20:4,4,Mahoutokoro,Gryffindor,November,46.46876561719141,80.04
27,100  BREAST,Colin Creevey,Hogwarts,Mahoutokoro,2019-11-24,01:26:9,5,Mahoutokoro,Gryffindor,November,57.07875479149726,86.09
28,100  BREAST,Seamus Finnigan,Hogwarts,Mahoutokoro,2019-11-24,01:11:3,1,Mahoutokoro,Gryffindor,November,63.39279177812193,71.03
29,100  BREAST,Hannah Abbott,Hogwarts,Mahoutokoro,2019-11-24,01:33:6,6,Mahoutokoro,Hufflepuff,November,60.72877713303246,93.06
4,200 FREE,Romilda Vane,Hogwarts,Hogwarts,2019-12-15,02:40:5,2,Castelobruxo,Gryffindor,December,25.240237425804438,160.05
5,200 FREE,Natalie McDonald,Hogwarts,Hogwarts,2019-12-15,02:29:4,1,Castelobruxo,Gryffindor,December,16.54804079441761,149.04
6,200 FREE,Jimmy Peakes,Hogwarts,Hogwarts,2019-12-15,02:22:8,3,Castelobruxo,Gryffindor,December,18.691441441441434,142.08
7,200 IM,Euan Abercrombie,Hogwarts,Hogwarts,2019-12-15,02:15:6,4,Castelobruxo,Gryffindor,December,31.020583444395086,135.06
8,200 IM,Mary MacDonald,Hogwarts,Hogwarts,2019-12-15,02:32:1,1,Castelobruxo,Gryffindor,December,26.392572857048876,152.01
9,200 IM,Penelope Clearwater,Hogwarts,Hogwarts,2019-12-15,02:41:7,2,Castelobruxo,Ravenclaw,December,37.042403923759856,161.07
10,50 FREE,Roger Davies,Hogwarts,Hogwarts,2019-12-15,00:37:8,5,Castelobruxo,Ravenclaw,December,137.84358144552323,37.08
11,50 FREE,Eddie Carmichael,Hogwarts,Hogwarts,2019-12-15,00:32:9,3,Castelobruxo,Ravenclaw,December,165.31177937052038,32.09
12,50 FREE,Cho Chang,Hogwarts,Hogwarts,2019-12-15,00:32:5,2,Castelobruxo,Ravenclaw,December,175.00624024961,32.05
13,100 FLY,Marietta Edgecombe,Hogwarts,Hogwarts,2019-12-15,01:22:5,2,Castelobruxo,Ravenclaw,December,79.43845216331505,82.05
14,100 FLY,Mandy Brocklehurst,Hogwarts,Hogwarts,2019-12-15,01:12:9,1,Castelobruxo,Ravenclaw,December,83.85774726036898,72.09
15,100 FLY,Michael Corner,Hogwarts,Hogwarts,2019-12-15,01:26:9,3,Castelobruxo,Ravenclaw,December,63.57875479149726,86.09
16,100 FREE,Stephen Cornfoot,Hogwarts,Hogwarts,2019-12-15,01:23:5,4,Castelobruxo,Slytherin,December,98.70469596628537,83.05
17,100 FREE,Kevin Entwhistle,Hogwarts,Hogwarts,2019-12-15,01:13:2,2,Castelobruxo,Ravenclaw,December,85.47439057792386,73.02
18,100 FREE,Anthony Goldstein,Hogwarts,Hogwarts,2019-12-15,01:22:8,3,Castelobruxo,Ravenclaw,December,69.91617933723198,82.08
19,500 FREE,Su Li,Hogwarts,Hogwarts,2019-12-15,07:36:7,3,Castelobruxo,Ravenclaw,December,30.463229328831105,456.07
20,500 FREE,Morag McDougal,Hogwarts,Hogwarts,2019-12-15,06:15:3,1,Castelobruxo,Ravenclaw,December,24.83226675199318,375.03
21,500 FREE,Padma Patil,Hogwarts,Hogwarts,2019-12-15,07:07:4,2,Castelobruxo,Gryffindor,December,0,427.04
24,100 BACK,Rose Zeller,Hogwarts,Hogwarts,2019-12-15,01:25:7,2,Castelobruxo,Hufflepuff,December,59.77512636652168,85.07
25,100 BACK,Terence Higgs,Hogwarts,Hogwarts,2019-12-15,01:20:4,1,Castelobruxo,Slytherin,December,102.4687656171914,80.04
26,100 BACK,Adrian Pucey,Hogwarts,Hogwarts,2019-12-15,01:31:4,4,Castelobruxo,Slytherin,December,88.42091388400702,91.04
27,100  BREAST,Tracey Davis,Hogwarts,Hogwarts,2019-12-15,01:27:5,2,Castelobruxo,Slytherin,December,105.93825387708215,87.05
28,100  BREAST,Lilian Moon,Hogwarts,Hogwarts,2019-12-15,01:26:9,1,Castelobruxo,Hufflepuff,December,68.07875479149726,86.09
29,100  BREAST,Daphne Greengrass,Hogwarts,Hogwarts,2019-12-15,01:37:0,4,Castelobruxo,Slytherin,December,87.04639175257732,97
4,200 FREE,Moaning Myrtle,Hogwarts,Durmstrang,2019-10-19,03:22:9,5,Durmstrang,Ravenclaw,October,25.241451828393284,202.09
5,200 FREE,Bertha Jorkins,Hogwarts,Durmstrang,2019-10-19,02:58:9,3,Durmstrang,Ravenclaw,October,39.07569206580942,178.09
6,200 FREE,Sirius Black,Hogwarts,Durmstrang,2019-10-19,03:26:7,6,Durmstrang,Gryffindor,October,16.763599747658567,206.07
7,200 IM,Peter Pettigrew,Hogwarts,Durmstrang,2019-10-19,02:35:4,5,Durmstrang,Gryffindor,October,28.74974200206399,155.04
8,200 IM,Minerva McGonagall,Hogwarts,Durmstrang,2019-10-19,02:55:9,3,Durmstrang,Gryffindor,October,24.55674224684448,175.09
9,200 IM,Remus Lupin,Hogwarts,Durmstrang,2019-10-19,03:35:1,4,Durmstrang,Gryffindor,October,18.25473233803079,215.01
10,50 FREE,Lee Jordan,Hogwarts,Durmstrang,2019-10-19,00:50:3,6,Durmstrang,Gryffindor,October,96.94003597841295,50.03
11,50 FREE,Alicia Spinnet,Hogwarts,Durmstrang,2019-10-19,00:31:3,1,Durmstrang,Gryffindor,October,158.134386077989,31.03
12,50 FREE,Patricia Stimpson,Hogwarts,Durmstrang,2019-10-19,00:46:2,5,Durmstrang,Ravenclaw,October,118.14841373315949,46.02
14,100 FLY,Kenneth Towler,Hogwarts,Durmstrang,2019-10-19,02:15:5,2,Durmstrang,Gryffindor,October,31.523324694557573,135.05
16,100 FREE,Nymphadora Tonks,Hogwarts,Durmstrang,2019-10-19,02:37:2,6,Durmstrang,Hufflepuff,October,47.843077314991724,157.02
17,100 FREE,Horace Slughorn,Hogwarts,Durmstrang,2019-10-19,02:32:5,4,Durmstrang,Slytherin,October,74.38391976323578,152.05
18,100 FREE,Phineas Nigellus Black,Hogwarts,Durmstrang,2019-10-19,02:32:2,5,Durmstrang,Slytherin,October,72.89040915668991,152.02
19,500 FREE,Regulus Black,Hogwarts,Durmstrang,2019-10-19,09:20:3,3,Durmstrang,Slytherin,October,58.92809313786762,560.03
20,500 FREE,Bellatrix Lestrange,Hogwarts,Durmstrang,2019-10-19,07:29:5,2,Durmstrang,Slytherin,October,60.63461752588799,449.05
24,100 BACK,Blaise Zabini,Hogwarts,Durmstrang,2019-10-19,02:26:8,5,Durmstrang,Slytherin,October,81.2278203723987,146.08
25,100 BACK,Draco Malfoy,Hogwarts,Durmstrang,2019-10-19,02:23:2,3,Durmstrang,Slytherin,October,79.460145434205,143.02
28,100  BREAST,Terry Boot,Hogwarts,Durmstrang,2019-10-19,02:32:4,2,Durmstrang,Ravenclaw,October,52.38608260983952,152.04
4,200 FREE,Cho Chang,Hogwarts,Hogwarts,2019-10-27,03:25:5,6,Beauxbatons,Ravenclaw,October,38.38429651304559,205.05
5,200 FREE,Marietta Edgecombe,Hogwarts,Hogwarts,2019-10-27,03:25:2,4,Beauxbatons,Ravenclaw,October,43.387864598575746,205.02
6,200 FREE,Mandy Brocklehurst,Hogwarts,Hogwarts,2019-10-27,03:17:8,5,Beauxbatons,Ravenclaw,October,26.87040795615993,197.08
7,200 IM,Michael Corner,Hogwarts,Hogwarts,2019-10-27,03:37:4,4,Beauxbatons,Ravenclaw,October,35.037228160707706,217.04
8,200 IM,Stephen Cornfoot,Hogwarts,Hogwarts,2019-10-27,02:57:9,5,Beauxbatons,Slytherin,October,72.23423118188492,177.09
10,50 FREE,Anthony Goldstein,Hogwarts,Hogwarts,2019-10-27,00:54:3,6,Beauxbatons,Ravenclaw,October,103.54118082546734,54.03
11,50 FREE,Su Li,Hogwarts,Hogwarts,2019-10-27,00:35:2,5,Beauxbatons,Ravenclaw,October,150.7755568246716,35.02
12,50 FREE,Morag McDougal,Hogwarts,Hogwarts,2019-10-27,00:35:5,4,Beauxbatons,Ravenclaw,October,159.15335235378032,35.05
14,100 FLY,Lisa Turpin,Hogwarts,Hogwarts,2019-10-27,02:15:1,2,Beauxbatons,Ravenclaw,October,50.53429375601808,135.01
16,100 FREE,Orla Quirke,Hogwarts,Hogwarts,2019-10-27,02:37:2,6,Beauxbatons,Ravenclaw,October,51.34307731499172,157.02
17,100 FREE,Stewart Ackerley,Hogwarts,Hogwarts,2019-10-27,02:31:8,5,Beauxbatons,Ravenclaw,October,39.09504898067249,151.08
18,100 FREE,Susan Bones,Hogwarts,Hogwarts,2019-10-27,02:28:9,4,Beauxbatons,Hufflepuff,October,44.26325207644,148.09
19,500 FREE,Eleanor Branstone,Hogwarts,Hogwarts,2019-10-27,08:52:9,5,Beauxbatons,Hufflepuff,October,22.396906538367567,532.09
20,500 FREE,Owen Cauldwell,Hogwarts,Hogwarts,2019-10-27,08:30:1,4,Beauxbatons,Hufflepuff,October,15.80372933864042,510.01
24,100 BACK,Malcolm Baddock,Hogwarts,Hogwarts,2019-10-27,02:32:0,5,Beauxbatons,Slytherin,October,71.39473684210526,152
25,100 BACK,Graham Pritchard,Hogwarts,Hogwarts,2019-10-27,02:29:9,4,Beauxbatons,Slytherin,October,78.53678985847475,149.09
27,100  BREAST,Tom Riddle,Hogwarts,Hogwarts,2019-10-27,02:47:8,6,Beauxbatons,Slytherin,October,65.42578405554225,167.08
28,100  BREAST,Percy Weasley,Hogwarts,Hogwarts,2019-10-27,02:24:0,2,Beauxbatons,Gryffindor,October,18.722222222222214,144
29,100  BREAST,Bill Weasley,Hogwarts,Hogwarts,2019-10-27,02:33:2,3,Beauxbatons,Gryffindor,October,22.6754672591818,153.02
4,200 FREE,Patricia Stimpson,Hogwarts,Ilvermorny,2019-11-10,03:13:8,5,Ilvermorny,Ravenclaw,November,44.39600165734411,193.08
5,200 FREE,Madeline Cyr,Hogwarts,Ilvermorny,2019-11-10,03:05:7,4,Ilvermorny,Hufflepuff,November,31.01680445236937,185.07
6,200 FREE,Kenneth Towler,Hogwarts,Ilvermorny,2019-11-10,03:24:0,6,Ilvermorny,Gryffindor,November,8.00980392156863,204
7,200 IM,Filius Flitwick,Hogwarts,Ilvermorny,2019-11-10,03:31:3,5,Ilvermorny,Ravenclaw,November,29.193313746860632,211.03
8,200 IM,Nymphadora Tonks,Hogwarts,Ilvermorny,2019-11-10,03:00:2,4,Ilvermorny,Hufflepuff,November,35.77469170092212,180.02
9,200 IM,Horace Slughorn,Hogwarts,Ilvermorny,2019-11-10,03:59:8,6,Ilvermorny,Slytherin,November,59.91350175673415,239.08
10,50 FREE,Phineas Nigellus Black,Hogwarts,Ilvermorny,2019-11-10,00:37:0,6,Ilvermorny,Slytherin,November,181.63513513513516,37
11,50 FREE,Regulus Black,Hogwarts,Ilvermorny,2019-11-10,00:30:7,1,Ilvermorny,Slytherin,November,197.77868307283003,30.07
12,50 FREE,Bellatrix Lestrange,Hogwarts,Ilvermorny,2019-11-10,00:36:8,5,Ilvermorny,Slytherin,November,177.5809312638581,36.08
14,100 FLY,Evan Rosier,Hogwarts,Ilvermorny,2019-11-10,01:13:6,3,Ilvermorny,Slytherin,November,102.93690117711469,73.06
16,100 FREE,Rabastan Lestrange,Hogwarts,Ilvermorny,2019-11-10,01:32:0,6,Ilvermorny,Slytherin,November,102.84782608695652,92
17,100 FREE,Miles Bletchley,Hogwarts,Ilvermorny,2019-11-10,01:22:8,3,Ilvermorny,Slytherin,November,92.91617933723198,82.08
18,100 FREE,Harry Potter,Hogwarts,Ilvermorny,2019-11-10,01:28:6,5,Ilvermorny,Gryffindor,November,50.779468544174435,88.06
19,500 FREE,Ron Weasley,Hogwarts,Ilvermorny,2019-11-10,09:02:5,5,Ilvermorny,Gryffindor,November,0,542.05
20,500 FREE,Hermione Granger,Hogwarts,Ilvermorny,2019-11-10,08:49:1,4,Ilvermorny,Gryffindor,November,0,529.01
24,100 BACK,Lavender Brown,Hogwarts,Ilvermorny,2019-11-10,01:26:9,2,Ilvermorny,Gryffindor,November,56.07875479149726,86.09
25,100 BACK,Katie Bell,Hogwarts,Ilvermorny,2019-11-10,01:27:4,3,Ilvermorny,Gryffindor,November,49.444852941176464,87.04
26,100 BACK,Parvati Patil,Hogwarts,Ilvermorny,2019-11-10,01:38:0,6,Ilvermorny,Gryffindor,November,40.02040816326531,98
27,100  BREAST,Dennis Creevey,Hogwarts,Ilvermorny,2019-11-10,01:36:4,5,Ilvermorny,Gryffindor,November,50.06164098292378,96.04
28,100  BREAST,Eloise Midgen,Hogwarts,Ilvermorny,2019-11-10,01:23:8,3,Ilvermorny,Gryffindor,November,54.1829561868079,83.08
4,200 FREE,Morag McDougal,Hogwarts,Hogwarts,2019-12-08,02:08:4,5,Uagadou,Ravenclaw,December,55.05029678225554,128.04
5,200 FREE,Padma Patil,Hogwarts,Hogwarts,2019-12-08,02:05:9,4,Uagadou,Gryffindor,December,31.471220721080826,125.09
7,200 IM,Luna Lovegood,Hogwarts,Hogwarts,2019-12-08,02:39:2,1,Uagadou,Ravenclaw,December,47.44258583825933,159.02
8,200 IM,Orla Quirke,Hogwarts,Hogwarts,2019-12-08,02:02:5,4,Uagadou,Ravenclaw,December,42.96681687832856,122.05
10,50 FREE,Susan Bones,Hogwarts,Hogwarts,2019-12-08,00:40:4,6,Uagadou,Hufflepuff,December,143.87512487512487,40.04
11,50 FREE,Eleanor Branstone,Hogwarts,Hogwarts,2019-12-08,00:31:1,2,Uagadou,Hufflepuff,December,161.23831022250886,31.01
12,50 FREE,Owen Cauldwell,Hogwarts,Hogwarts,2019-12-08,00:36:3,3,Uagadou,Hufflepuff,December,158.77324451845683,36.03
14,100 FLY,Wayne Hopkins,Hogwarts,Hogwarts,2019-12-08,01:14:8,1,Uagadou,Hufflepuff,December,67.49460043196544,74.08
16,100 FREE,Laura Madley,Hogwarts,Hogwarts,2019-12-08,01:27:4,5,Uagadou,Hufflepuff,December,61.94485294117647,87.04
17,100 FREE,Kevin Whitby,Hogwarts,Hogwarts,2019-12-08,01:15:4,2,Uagadou,Hufflepuff,December,79.13113006396588,75.04
18,100 FREE,Rose Zeller,Hogwarts,Hogwarts,2019-12-08,01:32:0,6,Uagadou,Hufflepuff,December,65.34782608695652,92
19,500 FREE,Terence Higgs,Hogwarts,Hogwarts,2019-12-08,08:17:3,4,Uagadou,Slytherin,December,42.55975494436956,497.03
20,500 FREE,Adrian Pucey,Hogwarts,Hogwarts,2019-12-08,08:35:5,3,Uagadou,Slytherin,December,53.707795359673824,515.05
24,100 BACK,George Weasley,Hogwarts,Hogwarts,2019-12-08,01:40:9,5,Uagadou,Gryffindor,December,41.45504046358277,100.09
25,100 BACK,Aberforth Dumbledore,Hogwarts,Hogwarts,2019-12-08,01:20:8,3,Uagadou,Gryffindor,December,58.93756243756245,80.08
27,100  BREAST,Rubeus Hagrid,Hogwarts,Hogwarts,2019-12-08,01:17:7,4,Uagadou,Gryffindor,December,46.37608667445181,77.07
28,100  BREAST,Oliver Wood,Hogwarts,Hogwarts,2019-12-08,01:25:4,5,Uagadou,Gryffindor,December,51.79586077140169,85.04
4,200 FREE,Bellatrix Lestrange,Hogwarts,Mahoutokoro,2019-11-17,03:18:3,6,Mahoutokoro,Slytherin,November,67.24869969196587,198.03
5,200 FREE,Narcissa Malfoy,Hogwarts,Mahoutokoro,2019-11-17,03:02:1,4,Mahoutokoro,Slytherin,November,65.47101807592989,182.01
6,200 FREE,Evan Rosier,Hogwarts,Mahoutokoro,2019-11-17,03:16:8,5,Mahoutokoro,Slytherin,November,65.49979600163198,196.08
7,200 IM,Rodolphus Lestrange,Hogwarts,Mahoutokoro,2019-11-17,03:26:0,5,Mahoutokoro,Slytherin,November,61.771844660194176,206
8,200 IM,Rabastan Lestrange,Hogwarts,Mahoutokoro,2019-11-17,02:51:0,2,Mahoutokoro,Slytherin,November,74.23976608187134,171
10,50 FREE,Harry Potter,Hogwarts,Mahoutokoro,2019-11-17,00:37:1,6,Mahoutokoro,Gryffindor,November,122.59862199405566,37.01
11,50 FREE,Ron Weasley,Hogwarts,Mahoutokoro,2019-11-17,00:36:8,5,Mahoutokoro,Gryffindor,November,138.0809312638581,36.08
12,50 FREE,Hermione Granger,Hogwarts,Mahoutokoro,2019-11-17,00:35:7,3,Mahoutokoro,Gryffindor,November,133.071998859424,35.07
13,100 FLY,Colin Creevey,Hogwarts,Mahoutokoro,2019-11-17,01:47:5,5,Mahoutokoro,Gryffindor,November,39.70714619336758,107.05
14,100 FLY,Seamus Finnigan,Hogwarts,Mahoutokoro,2019-11-17,01:13:9,2,Mahoutokoro,Gryffindor,November,63.40881105486386,73.09
16,100 FREE,Pansy Parkinson,Hogwarts,Mahoutokoro,2019-11-17,01:35:0,6,Mahoutokoro,Slytherin,November,97.13157894736841,95
17,100 FREE,Zacharias Smith,Hogwarts,Mahoutokoro,2019-11-17,01:30:9,5,Mahoutokoro,Hufflepuff,November,68.0000555000555,90.09
18,100 FREE,Blaise Zabini,Hogwarts,Mahoutokoro,2019-11-17,01:29:3,4,Mahoutokoro,Slytherin,November,105.66084465910367,89.03
20,500 FREE,Dean Thomas,Hogwarts,Mahoutokoro,2019-11-17,08:37:8,3,Mahoutokoro,Gryffindor,November,0,517.08
24,100 BACK,Geoffrey Hooper,Hogwarts,Mahoutokoro,2019-11-17,01:30:7,4,Mahoutokoro,Gryffindor,November,44.51237926057513,90.07
25,100 BACK,Andrew Kirke,Hogwarts,Mahoutokoro,2019-11-17,01:29:5,3,Mahoutokoro,Gryffindor,November,42.64823133071309,89.05
26,100 BACK,Demelza Robins,Hogwarts,Mahoutokoro,2019-11-17,01:39:3,5,Mahoutokoro,Gryffindor,November,41.48975058063213,99.03
27,100  BREAST,Cormac McLaggen,Hogwarts,Mahoutokoro,2019-11-17,01:44:7,5,Mahoutokoro,Gryffindor,November,37.544585375228216,104.07
28,100  BREAST,Neville Longbottom,Hogwarts,Mahoutokoro,2019-11-17,01:24:6,2,Mahoutokoro,Gryffindor,November,40.98132286462051,84.06
29,100  BREAST,Ginny Weasley,Hogwarts,Mahoutokoro,2019-11-17,01:33:8,3,Mahoutokoro,Gryffindor,November,48.21723248818222,93.08
4,200 FREE,Owen Cauldwell,Hogwarts,Hogwarts,2019-12-15,02:16:4,6,Castelobruxo,Hufflepuff,December,54.75389591296678,136.04
5,200 FREE,Justin Finch-Fletchley,Hogwarts,Hogwarts,2019-12-15,02:04:0,4,Castelobruxo,Hufflepuff,December,42.82258064516129,124
6,200 FREE,Wayne Hopkins,Hogwarts,Hogwarts,2019-12-15,02:13:7,5,Castelobruxo,Hufflepuff,December,49.57420906289923,133.07
7,200 IM,Megan Jones,Hogwarts,Hogwarts,2019-12-15,02:35:0,6,Castelobruxo,Hufflepuff,December,38.25806451612903,155
8,200 IM,Laura Madley,Hogwarts,Hogwarts,2019-12-15,02:03:6,3,Castelobruxo,Hufflepuff,December,49.63058670567203,123.06
9,200 IM,Kevin Whitby,Hogwarts,Hogwarts,2019-12-15,02:34:4,5,Castelobruxo,Hufflepuff,December,51.459101532069596,154.04
10,50 FREE,Rose Zeller,Hogwarts,Hogwarts,2019-12-15,00:36:2,4,Castelobruxo,Hufflepuff,December,142.81177123820098,36.02
11,50 FREE,Terence Higgs,Hogwarts,Hogwarts,2019-12-15,00:30:1,1,Castelobruxo,Slytherin,December,214.61112962345882,30.01
12,50 FREE,Adrian Pucey,Hogwarts,Hogwarts,2019-12-15,00:43:8,6,Castelobruxo,Slytherin,December,152.06313834726092,43.08
14,100 FLY,Lilian Moon,Hogwarts,Hogwarts,2019-12-15,01:19:5,4,Castelobruxo,Hufflepuff,December,82.25110689437066,79.05
16,100 FREE,Theodore Nott,Hogwarts,Hogwarts,2019-12-15,01:28:5,5,Castelobruxo,Slytherin,December,97.78591709256105,88.05
17,100 FREE,Astoria Greengrass,Hogwarts,Hogwarts,2019-12-15,01:11:6,1,Castelobruxo,Slytherin,December,106.36307345904869,71.06
18,100 FREE,Malcolm Baddock,Hogwarts,Hogwarts,2019-12-15,01:40:1,6,Castelobruxo,Slytherin,December,81.49500049995,100.01
20,500 FREE,Lucius Malfoy,Hogwarts,Hogwarts,2019-12-15,08:22:5,4,Castelobruxo,Slytherin,December,45.45916741360422,502.05
24,100 BACK,Molly Weasley,Hogwarts,Hogwarts,2019-12-15,01:26:8,3,Castelobruxo,Gryffindor,December,56.085501858736066,86.08
25,100 BACK,Arthur Weasley,Hogwarts,Hogwarts,2019-12-15,01:33:1,5,Castelobruxo,Gryffindor,December,41.25766046661649,93.01
26,100 BACK,James Potter,Hogwarts,Hogwarts,2019-12-15,01:35:8,6,Castelobruxo,Gryffindor,December,44.587294909549854,95.08
27,100  BREAST,Lily Potter,Hogwarts,Hogwarts,2019-12-15,01:44:7,5,Castelobruxo,Gryffindor,December,35.044585375228216,104.07
28,100  BREAST,Severus Snape,Hogwarts,Hogwarts,2019-12-15,01:30:4,3,Castelobruxo,Slytherin,December,92.53087516659264,90.04
5,200 FREE,Colin Creevey,Hogwarts,Durmstrang,2019-11-24,03:00:3,1,Durmstrang,Gryffindor,November,12.27314891962451,180.03
6,200 FREE,Seamus Finnigan,Hogwarts,Durmstrang,2019-11-24,03:19:0,3,Durmstrang,Gryffindor,November,19.12562814070352,199
7,200 IM,Hannah Abbott,Hogwarts,Durmstrang,2019-11-24,03:37:6,3,Durmstrang,Hufflepuff,November,37.035105500783196,217.06
8,200 IM,Pansy Parkinson,Hogwarts,Durmstrang,2019-11-24,02:55:7,2,Durmstrang,Slytherin,November,68.06000456960074,175.07
